
Training on cuda | logs -> training_logs/run_seed41_config6_resumed_20260523_024655
Config: ..\..\configs\config6.yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

No accuracy CSV at training_logs/run_seed41_config3_fresh_20260522_170933/accuracy_final.csv — starting fresh.
Episode     0 | Steps:      40 | Reward:   0.097 | Avg(100):   0.097 | Entropy: 0.3000 | Acc: 17.1% (7+ 34-) | Lifetime: 17.1%
Episode     1 | Steps:      81 | Reward:   0.098 | Avg(100):   0.097 | Entropy: 0.3000 | Acc: 19.5% (8+ 33-) | Lifetime: 18.3%
Episode     2 | Steps:     111 | Reward:   1.798 | Avg(100):   0.664 | Entropy: 0.3000 | Acc: 26.7% (8+ 22-) | Lifetime: 20.5%
Episode     3 | Steps:     143 | Reward:  -0.902 | Avg(100):   0.273 | Entropy: 0.3000 | Acc: 21.9% (7+ 25-) | Lifetime: 20.8%
Episode     4 | Steps:     177 | Reward:  -0.201 | Avg(100):   0.178 | Entropy: 0.3000 | Acc: 23.5% (8+ 26-) | Lifetime: 21.3%
Episode     5 | Steps:     239 | Reward:  -6.004 | Avg(100):  -0.852 | Entropy: 0.3000 | Acc: 11.3% (7+ 55-) | Lifetime: 18.8%
Episode     6 | Steps:     274 | Reward:  -0.503 | Avg(100):  -0.802 | Entropy: 0.2996 | Acc: 22.9% (8+ 27-) | Lifetime: 19.3%
Episode     7 | Steps:     324 | Reward:  -2.203 | Avg(100):  -0.978 | Entropy: 0.2996 | Acc: 18.0% (9+ 41-) | Lifetime: 19.1%
Episode     8 | Steps:     376 | Reward:  -3.005 | Avg(100):  -1.203 | Entropy: 0.2996 | Acc: 15.4% (8+ 44-) | Lifetime: 18.6%
Episode     9 | Steps:     420 | Reward:  -3.802 | Avg(100):  -1.463 | Entropy: 0.2996 | Acc: 15.9% (7+ 37-) | Lifetime: 18.3%
Episode    10 | Steps:     452 | Reward:   1.297 | Avg(100):  -1.212 | Entropy: 0.2996 | Acc: 18.8% (6+ 26-) | Lifetime: 18.3%
  [Step 500] Action dist: A0:22% | A1:20% | A2:12% | A3:26% | A4:19%
Episode    11 | Steps:     501 | Reward:  -3.003 | Avg(100):  -1.361 | Entropy: 0.2996 | Acc: 16.3% (8+ 41-) | Lifetime: 18.1%
