
Training on cuda | logs -> training_logs/run_seed42_config7 (2)_fresh_20260530_023020
Config: ..\..\configs\config7 (2).yaml
Episodes: 0 -> ...
Steps: 0 -> 150000

Episode     0 | Steps:      26 | Reward:  -0.203 | Avg(100):  -0.203 | Entropy: 0.0500 | Acc: 22.2% (6+ 21-) | Lifetime: 22.2%
Episode     1 | Steps:      53 | Reward:   0.297 | Avg(100):   0.047 | Entropy: 0.0500 | Acc: 22.2% (6+ 21-) | Lifetime: 22.2%
Episode     2 | Steps:      77 | Reward:  -1.997 | Avg(100):  -0.634 | Entropy: 0.0500 | Acc: 37.5% (9+ 15-) | Lifetime: 26.9%
Episode     3 | Steps:     112 | Reward:  -5.001 | Avg(100):  -1.726 | Entropy: 0.0500 | Acc: 11.8% (4+ 30-) | Lifetime: 22.3%
Episode     4 | Steps:     122 | Reward:  -2.001 | Avg(100):  -1.781 | Entropy: 0.0500 | Acc: 0.0% (0+ 10-) | Lifetime: 20.5%
Episode     5 | Steps:     151 | Reward:  -2.003 | Avg(100):  -1.818 | Entropy: 0.0500 | Acc: 13.8% (4+ 25-) | Lifetime: 19.2%
Episode     6 | Steps:     180 | Reward:  -2.802 | Avg(100):  -1.959 | Entropy: 0.0500 | Acc: 17.2% (5+ 24-) | Lifetime: 18.9%
Episode     7 | Steps:     209 | Reward:  -3.702 | Avg(100):  -2.176 | Entropy: 0.0500 | Acc: 10.3% (3+ 26-) | Lifetime: 17.7%
Episode     8 | Steps:     247 | Reward:  -4.304 | Avg(100):  -2.413 | Entropy: 0.0500 | Acc: 10.5% (4+ 34-) | Lifetime: 16.6%
Episode     9 | Steps:     281 | Reward:  -3.803 | Avg(100):  -2.552 | Entropy: 0.0499 | Acc: 14.7% (5+ 29-) | Lifetime: 16.4%
Episode    10 | Steps:     319 | Reward:  -4.602 | Avg(100):  -2.738 | Entropy: 0.0499 | Acc: 13.2% (5+ 33-) | Lifetime: 16.0%
Episode    11 | Steps:     361 | Reward:  -5.104 | Avg(100):  -2.935 | Entropy: 0.0499 | Acc: 9.5% (4+ 38-) | Lifetime: 15.2%
Episode    12 | Steps:     403 | Reward:  -4.204 | Avg(100):  -3.033 | Entropy: 0.0499 | Acc: 14.3% (6+ 36-) | Lifetime: 15.1%
Episode    13 | Steps:     431 | Reward:  -0.902 | Avg(100):  -2.881 | Entropy: 0.0499 | Acc: 21.4% (6+ 22-) | Lifetime: 15.5%
